block_id,season,date,ETa,ETo,Kc,NDVI
R1c,2023/2024,2024-03-14,2.384536531236437,4.802003648546007,,
R1c,2023/2024,2024-03-15,2.336104498969184,4.779529995388455,0.4887702729966905,0.5269707043965658
R1c,2023/2024,2024-03-16,1.5709418190850153,3.2140413920084634,,
R1c,2023/2024,2024-03-17,2.8893309699164496,5.911419338650173,,
R1c,2023/2024,2024-03-18,2.577131907145182,5.272677103678386,,
R1c,2023/2024,2024-03-19,2.6403916676839194,5.402086893717448,,
R1c,2023/2024,2024-03-20,2.6518092685275607,5.077215406629774,0.5222984949747721,0.495351685418023
R1c,2023/2024,2024-03-21,2.6441866556803384,5.062493218315972,,
R1c,2023/2024,2024-03-22,2.008843739827474,3.845963372124566,,
R1c,2023/2024,2024-03-23,1.0169718000623915,1.947302924262153,,
R1c,2023/2024,2024-03-24,1.504609637790256,2.881120893690321,,
R1c,2023/2024,2024-03-25,2.01556036207411,4.001607259114583,0.5036960177951388,0.5619736777411567
R1c,2023/2024,2024-03-26,1.9289652506510415,3.8296720716688366,,
R1c,2023/2024,2024-03-27,2.139195336235894,4.247059292263455,,
R1c,2023/2024,2024-03-28,2.065583123101129,4.100915696885851,,
R1c,2023/2024,2024-03-29,2.373947355482313,4.713094923231337,,
R1c,2023/2024,2024-03-30,2.554620530870226,4.852960374620226,0.5264038509792752,0.6015276379055448
R1c,2023/2024,2024-03-31,1.927479002210829,3.661593119303385,,
R1c,2023/2024,2024-04-01,1.540040757921007,2.925576527913412,,
R1c,2023/2024,2024-04-02,1.4491053687201605,2.7528324127197266,,
R1c,2023/2024,2024-04-03,2.4002827538384333,4.559764862060547,,
R1c,2023/2024,2024-04-04,1.6840953826904297,3.3730494181315103,0.4992911020914714,0.6010352770487467
R1c,2023/2024,2024-04-05,1.5694265365600586,3.1429761250813804,,
R1c,2023/2024,2024-04-06,1.943982442220052,3.8931147257486978,,
R1c,2023/2024,2024-04-07,1.3928546905517578,2.7894248962402344,,
R1c,2023/2024,2024-04-08,0.785096698337131,1.5724127027723525,,
R1c,2023/2024,2024-04-09,1.0041724310980902,2.0113805135091147,,
R1c,2023/2024,2024-04-10,1.2838345633612738,2.571356031629774,,
R1c,2023/2024,2024-04-11,2.156929863823785,4.319800059000651,,
R1c,2023/2024,2024-04-12,2.1018759409586587,4.209937201605903,,
R1c,2023/2024,2024-04-13,2.032374699910482,4.070556640625,,
R1c,2023/2024,2024-04-14,2.39762200249566,4.62731424967448,0.518141958448622,0.5602478451199002
R1c,2023/2024,2024-04-15,1.8437298668755424,3.5583148532443576,,
R1c,2023/2024,2024-04-16,1.592159801059299,3.0728276570638022,,
R1c,2023/2024,2024-04-17,1.377744886610243,2.6590245564778647,,
R1c,2023/2024,2024-04-18,1.369492106967502,2.6431329515245228,,
R1c,2023/2024,2024-04-19,1.6959304809570312,3.290996975368924,0.5153524080912272,0.4960016144646538
R1c,2023/2024,2024-04-20,1.0255694919162326,1.9901780022515192,,
R1c,2023/2024,2024-04-21,1.5121327506171331,2.934226777818468,,
R1c,2023/2024,2024-04-22,1.2259435653686523,2.3790365854899087,,
R1c,2023/2024,2024-04-23,1.0100301106770833,1.9600677490234373,,
R1c,2023/2024,2024-04-24,0.9539285235934788,1.967040591769748,0.485043207804362,0.4221404393513997
R1c,2023/2024,2024-04-25,1.528853522406684,3.1518079969618054,,
R1c,2023/2024,2024-04-26,1.9987657335069444,4.120320214165582,,
R1c,2023/2024,2024-04-27,2.3448814815945096,4.833770328097874,,
R1c,2023/2024,2024-04-28,1.7173075146145291,3.540593253241645,,
R1c,2023/2024,2024-04-29,1.607482698228624,3.2773412068684897,0.49049621158176,0.3936456044514974
R1c,2023/2024,2024-04-30,1.3488725026448567,2.7501097785102,,
R1c,2024/2025,2024-08-01,,1.6331405639648438,,
R1c,2024/2025,2024-08-02,,1.3995274437798395,,
R1c,2024/2025,2024-08-03,,2.3646723429361978,,
R1c,2024/2025,2024-08-04,,1.1337189144558375,,
R1c,2024/2025,2024-08-05,,1.301659478081597,,
R1c,2024/2025,2024-08-06,,1.925244649251302,,
R1c,2024/2025,2024-08-07,,1.7028378380669489,,
R1c,2024/2025,2024-08-08,,1.2445757124159071,,
R1c,2024/2025,2024-08-09,,1.466681268480089,,
R1c,2024/2025,2024-08-10,,1.2609128952026367,,
R1c,2024/2025,2024-08-11,,1.3895812564425998,,
R1c,2024/2025,2024-08-12,0.8059303495619032,1.7042241626315646,0.4728951983981662,0.4525714450412326
R1c,2024/2025,2024-08-13,0.9842049280802408,2.081254323323568,,
R1c,2024/2025,2024-08-14,0.6381508509318033,1.3494475682576497,,
R1c,2024/2025,2024-08-15,1.1294343736436632,2.3883984883626304,,
R1c,2024/2025,2024-08-16,1.0808306799994574,2.285653008355035,,
R1c,2024/2025,2024-08-17,0.5825688044230143,1.2318384382459853,,
R1c,2024/2025,2024-08-18,0.8980104658338759,1.8989507887098525,,
R1c,2024/2025,2024-08-19,1.2602623833550348,2.665014055040148,,
R1c,2024/2025,2024-08-20,1.1931640836927626,2.523129357231988,,
R1c,2024/2025,2024-08-21,0.7120740678575304,1.5057635837131076,,
R1c,2024/2025,2024-08-22,1.4298090404934354,3.023523966471354,,
R1c,2024/2025,2024-08-23,1.961859385172526,4.1485705905490455,,
R1c,2024/2025,2024-08-24,0.7938019434611002,1.678558561537001,,
R1c,2024/2025,2024-08-25,1.0185604095458984,2.153834872775608,,
R1c,2024/2025,2024-08-26,0.6364313231574165,1.3458143870035808,,
R1c,2024/2025,2024-08-27,0.616712729136149,1.3041038513183594,,
R1c,2024/2025,2024-08-28,0.7903512318929037,1.6712483300103085,,
R1c,2024/2025,2024-08-29,1.065564261542426,2.253301832411024,,
R1c,2024/2025,2024-08-30,1.52085452609592,3.216075897216797,,
R1c,2024/2025,2024-08-31,2.0294087727864585,4.291444566514757,,
R1c,2024/2025,2024-09-01,1.1101531982421875,2.676223119099935,0.4148226314120822,0.3719184663560655
R1c,2024/2025,2024-09-02,1.9914605882432723,4.800675286187066,,
R1c,2024/2025,2024-09-03,1.286624060736762,3.1016676161024304,,
R1c,2024/2025,2024-09-04,0.7030024528503418,1.6946694056193037,,
R1c,2024/2025,2024-09-05,0.9178959528605144,2.212706247965494,,
R1c,2024/2025,2024-09-06,1.090372297498915,2.6319397820366754,0.4142789045969645,0.3456697993808322
R1c,2024/2025,2024-09-07,1.1903497907850478,2.8732761806911893,,
R1c,2024/2025,2024-09-08,1.0018576516045463,2.418272230360243,,
R1c,2024/2025,2024-09-09,1.4740835825602214,3.5580842759874134,,
R1c,2024/2025,2024-09-10,1.6442832946777344,3.968975914849176,,
R1c,2024/2025,2024-09-11,1.6072031656901042,3.9256498548719616,0.4094168874952528,0.3160169124603271
R1c,2024/2025,2024-09-12,0.9673808415730796,2.36286375257704,,
R1c,2024/2025,2024-09-13,0.962783283657498,2.3516167534722223,,
R1c,2024/2025,2024-09-14,1.2609868579440646,3.0799327426486545,,
R1c,2024/2025,2024-09-15,0.8259958691067166,2.017488055759006,,
R1c,2024/2025,2024-09-16,1.2630629009670682,3.124938540988498,0.4041871229807536,0.3226171069675022
R1c,2024/2025,2024-09-17,1.196305274963379,2.9597901238335504,,
R1c,2024/2025,2024-09-18,0.5186753802829318,1.2832688225640192,,
R1c,2024/2025,2024-09-19,1.1010396745469837,2.7240850660536022,,
R1c,2024/2025,2024-09-20,1.6090039147271051,3.9807612101236978,,
R1c,2024/2025,2024-09-21,1.883551703559028,4.602120293511285,0.4092657301161024,0.3189737266964382
R1c,2024/2025,2024-09-22,2.0090226067437067,4.9087024264865455,,
R1c,2024/2025,2024-09-23,1.8653331332736545,4.5576977199978295,,
R1c,2024/2025,2024-09-24,1.2434232499864366,3.038139979044596,,
R1c,2024/2025,2024-09-25,1.017767800225152,2.4867437150743275,,
R1c,2024/2025,2024-09-26,1.0671172671847873,2.612898932562934,0.4084023104773627,0.3077252176072862
R1c,2024/2025,2024-09-27,1.236609246995714,3.027900271945529,,
R1c,2024/2025,2024-09-28,0.6142325931125217,1.5039339065551758,,
R1c,2024/2025,2024-09-29,0.708449575636122,1.73465092976888,,
R1c,2024/2025,2024-09-30,0.8433818287319608,2.065036349826389,,
R1c,2024/2025,2024-10-01,1.036969714694553,2.539047029283312,,
R1c,2024/2025,2024-10-02,1.9290201399061413,4.723232693142361,,
R1c,2024/2025,2024-10-03,2.4777325524224176,6.0667906867133246,,
R1c,2024/2025,2024-10-04,2.3651570214165583,5.79127671983507,,
R1c,2024/2025,2024-10-05,2.2039057413736978,5.396495819091797,,
R1c,2024/2025,2024-10-06,2.2893477545844183,5.561255560980903,0.4116604593065049,0.3140624629126655
R1c,2024/2025,2024-10-07,2.54521115620931,6.182723151312934,,
R1c,2024/2025,2024-10-08,1.6747623019748263,4.068339029947917,,
R1c,2024/2025,2024-10-09,1.2360232671101887,3.002520455254449,,
R1c,2024/2025,2024-10-10,1.2394566006130645,3.0108460320366754,,
R1c,2024/2025,2024-10-11,1.7559210459391277,4.045890384250217,0.4340043067932129,0.3677981164720323
R1c,2024/2025,2024-10-12,1.6169226964314778,3.725523206922743,,
R1c,2024/2025,2024-10-13,1.641909705268012,3.7832018534342446,,
R1c,2024/2025,2024-10-14,1.9807167053222656,4.563568115234375,,
R1c,2024/2025,2024-10-15,2.946498023139106,6.788850572374132,,
R1c,2024/2025,2024-10-16,2.3004364437527127,5.555296156141493,0.4141013357374403,0.4164075321621365
R1c,2024/2025,2024-10-17,1.24476867251926,3.0059680938720703,,
R1c,2024/2025,2024-10-18,1.6181313196818037,3.907599131266276,,
R1c,2024/2025,2024-10-19,1.5210432476467557,3.673075781928168,,
R1c,2024/2025,2024-10-20,1.950483322143555,4.710211012098524,,
R1c,2024/2025,2024-10-21,2.1950418684217663,5.300803714328342,,
R1c,2024/2025,2024-10-22,2.467965020073785,5.959881252712673,,
R1c,2024/2025,2024-10-23,2.5245045555962458,6.096347384982639,,
R1c,2024/2025,2024-10-24,1.9439949459499783,4.694533877902561,,
R1c,2024/2025,2024-10-25,2.077363755967882,5.016553666856554,,
R1c,2024/2025,2024-10-26,2.3447778489854603,5.502236684163411,0.4261498716142442,0.486862924363878
R1c,2024/2025,2024-10-27,0.9268303977118598,2.1748968760172525,,
R1c,2024/2025,2024-10-28,1.252563688490126,2.939247555202908,,
R1c,2024/2025,2024-10-29,1.6299301783243816,3.824737548828125,,
R1c,2024/2025,2024-10-30,2.5419139862060547,5.964832729763455,,
R1c,2024/2025,2024-10-31,2.5644476148817272,6.011360168457031,0.4265883763631184,0.548866695827908
R1c,2024/2025,2024-11-01,2.3213223351372614,5.441570281982422,,
R1c,2024/2025,2024-11-02,1.8127157423231337,4.249423980712891,,
R1c,2024/2025,2024-11-03,1.8312933180067277,4.292886098225911,,
R1c,2024/2025,2024-11-04,1.1680789523654511,2.738219790988498,,
R1c,2024/2025,2024-11-05,1.8298865424262152,4.0579833984375,0.4509325557284885,0.586090087890625
R1c,2024/2025,2024-11-06,2.528464847140842,5.607190873887804,,
R1c,2024/2025,2024-11-07,3.126965840657552,6.934397379557292,,
R1c,2024/2025,2024-11-08,2.7377317216661243,6.071288214789496,,
R1c,2024/2025,2024-11-09,2.859212239583333,6.34062025282118,,
R1c,2024/2025,2024-11-10,1.4652943081325955,3.2494718763563366,,
R1c,2024/2025,2024-11-11,2.7553833855523004,6.110421922471788,,
R1c,2024/2025,2024-11-12,2.2627285851372614,5.0178782145182295,,
R1c,2024/2025,2024-11-13,2.692724439832899,5.9713897705078125,,
R1c,2024/2025,2024-11-14,3.18662961324056,7.066733890109592,,
R1c,2024/2025,2024-11-15,3.0431200663248696,6.453116522894965,0.4715787039862739,0.551212469736735
R1c,2024/2025,2024-11-16,2.694671207004123,5.714210510253906,,
R1c,2024/2025,2024-11-17,2.852420383029514,6.048669603135851,,
R1c,2024/2025,2024-11-18,2.4206873575846357,5.133270263671875,,
R1c,2024/2025,2024-11-19,2.8672926161024304,6.080095926920573,,
R1c,2024/2025,2024-11-20,2.8525191413031683,5.802598741319445,0.4915872149997287,0.5487479633755155
R1c,2024/2025,2024-11-21,2.782075670030382,5.65944586859809,,
R1c,2024/2025,2024-11-22,2.138851801554362,4.350941975911458,,
R1c,2024/2025,2024-11-23,2.598214043511285,5.28537835015191,,
R1c,2024/2025,2024-11-24,3.0104637145996094,6.123961554633246,,
R1c,2024/2025,2024-11-25,2.195058398776584,4.365058898925781,0.5028656853569878,0.5614817407396104
R1c,2024/2025,2024-11-26,1.4365685780843098,2.856729507446289,,
R1c,2024/2025,2024-11-27,2.0216295454237194,4.020188225640191,,
R1c,2024/2025,2024-11-28,3.210127936469184,6.383723788791233,,
R1c,2024/2025,2024-11-29,3.329978730943468,6.622043609619141,,
R1c,2024/2025,2024-11-30,3.050257788764106,6.309280819363064,0.4834546513027615,0.6030435562133789
R1c,2024/2025,2024-12-01,2.8214232126871743,5.835945129394531,,
R1c,2024/2025,2024-12-02,2.502940707736545,5.177185906304254,,
R1c,2024/2025,2024-12-03,2.128038830227322,4.401719835069445,,
R1c,2024/2025,2024-12-04,2.7455003526475696,5.678907182481554,,
R1c,2024/2025,2024-12-05,2.2741012573242188,4.703828599717882,,
R1c,2024/2025,2024-12-06,0.9026485019259982,1.867074966430664,,
R1c,2024/2025,2024-12-07,2.610888799031576,5.400469462076823,,
R1c,2024/2025,2024-12-08,2.815607918633355,5.82392077975803,,
R1c,2024/2025,2024-12-09,3.247219509548611,6.716696421305339,,
R1c,2024/2025,2024-12-10,2.674864451090494,6.337398952907986,0.4220754835340712,0.599799738989936
R1c,2024/2025,2024-12-11,2.399809731377496,5.685814751519097,,
R1c,2024/2025,2024-12-12,1.7260489993625217,4.089464399549696,,
R1c,2024/2025,2024-12-13,1.7692218356662326,4.191726260715061,,
R1c,2024/2025,2024-12-14,2.5928253597683377,6.143035888671875,,
R1c,2024/2025,2024-12-15,1.0891358057657878,2.5804612901475696,,
R1c,2024/2025,2024-12-16,2.0224503411187067,4.79170396592882,,
R1c,2024/2025,2024-12-17,1.8407310909695096,4.361167907714844,,
R1c,2024/2025,2024-12-18,2.6613371107313366,6.3053538004557295,,
R1c,2024/2025,2024-12-19,2.695320977105035,6.385871039496528,,
R1c,2024/2025,2024-12-20,2.7557601928710938,5.845420413547092,0.4714393085903591,0.5764325459798177
